OBJECTID,address,address2,apt_room,arrive_date_time,cleared_date_time,dispatch_date_time,exposure,incident_number,incident_type,incident_type_description,platoon,station,Longitude,Latitude
596405,"6309 PAINT ROCK LN RALEIGH, NC 27601",                                        ,               ,2015-09-21 22:23:00,2015-09-21 22:28:00,2015-09-21 22:18:00,0,15-0029015,700,False alarm or false call Other,B,26,-78.54467200031719,35.730662000291964
596406,"2108 UMSTEAD DR RALEIGH, NC 27601",SCOTT BLDG DDH                          ,               ,2015-09-03 00:12:00,2015-09-03 00:22:00,2015-09-03 00:10:00,0,15-0026876,745,Alarm system activation no fire - unintentional,A,1,-78.66532400028852,35.772863000344955
596407,"1110 FALLS RIVER AVE RALEIGH, NC 27601",FALLS RIVER VILLAGE ASSISTED LIVING     ,               ,2015-09-28 16:09:00,2015-09-28 16:13:00,2015-09-28 16:05:00,0,15-0029743,733,Smoke detector activation due to malfunction,C,22,-78.58817199987244,35.90552299986663
596408,"3604 SUMNER BLVD RALEIGH, NC 27601",PARTY CITY OF RALEIGH INC,               ,2015-09-12 13:34:00,2015-09-12 13:37:00,2015-09-12 13:29:00,0,15-0027950,463,Vehicle accident general cleanup,B,15,-78.57774799962117,35.86363099987904
596409,"5801 FALLS OF NEUSE RD RALEIGH, NC 27601",ST RAPHAEL CATHOLIC CHURCH              ,               ,2015-09-12 01:19:00,2015-09-12 01:34:00,2015-09-12 01:15:00,0,15-0027906,511,Lock-out,A,15,-78.61883000033292,35.860688999842
596410,"708 HAMPSTEAD PL RALEIGH, NC 27601",                                        ,               ,2015-09-10 06:31:00,2015-09-10 06:36:00,2015-09-10 06:27:00,0,15-0027681,611,Dispatched & cancelled en route,A,7,-78.60028300029468,35.78860700035176
596411,"4510 DURALEIGH RD RALEIGH, NC 27601",THE COVINGTON                           ,               ,2015-09-10 14:33:00,2015-09-10 14:43:00,2015-09-10 14:29:00,0,15-0027709,745,Alarm system activation no fire - unintentional,C,17,-78.71416800021389,35.839729000075096
596412,"7632 SUMMERGLEN DR RALEIGH, NC 27601",                                        ,               ,2015-09-26 15:15:00,2015-09-26 15:20:00,2015-09-26 15:12:00,0,15-0029476,743,Smoke detector activation no fire - unintentional,C,4,-78.65050200022148,35.88040900000376
596413,"801 CORPORATE CENTER DR RALEIGH, NC 27601",HIGHWOODS PROPERTIES                    ,               ,2015-09-25 20:24:00,2015-09-25 21:02:00,2015-09-25 20:20:00,0,15-0029409,400,Hazardous condition Other,B,8,-78.73943999957315,35.79294099977296
596414,"3716 BELLEVUE RD RALEIGH, NC 27609",                                        ,               ,2015-09-14 11:29:00,2015-09-14 11:37:00,2015-09-14 11:24:00,0,15-0028160,700,False alarm or false call Other,A,9,-78.63780099979537,35.83179099982935
596415,"3621 SPRING FOREST RD RALEIGH, NC 27601",HAMPTON INN RA                          ,               ,2015-09-16 12:10:00,2015-09-16 12:22:00,2015-09-16 12:07:00,0,15-0028380,733,Smoke detector activation due to malfunction,B,19,-78.57911400030008,35.855323000012994
596416,"1204 HAZELNUT DR RALEIGH, NC 27601",                                        ,               ,2015-09-17 00:18:00,2015-09-17 00:33:00,2015-09-17 00:12:00,0,15-0028451,500,Service Call other,B,10,-78.61717900014695,35.7436660001851
596418,"126 E CABARRUS ST RALEIGH, NC 27601",LINCOLN THEATER                         ,               ,2015-09-15 10:40:00,2015-09-15 10:45:00,2015-09-15 10:35:00,0,15-0028260,552,Police matter,B,3,-78.63739300026471,35.774170999792354
596420,"308 N KING CHARLES RD RALEIGH, NC 27601",CHRISTIAN RESD                          ,               ,2015-09-11 02:33:00,2015-09-11 02:40:00,2015-09-11 02:27:00,0,15-0027787,700,False alarm or false call Other,C,7,-78.61119500044258,35.78454000008171
596421,"5951 FOUR TOWNES LN RALEIGH, NC 27601",EVORA RESD                              ,               ,2015-09-27 15:29:00,2015-09-27 15:34:00,2015-09-27 15:27:00,0,15-0029607,743,Smoke detector activation no fire - unintentional,A,19,-78.56439099996727,35.862144000333856
596422,"2800 POLESDON CT RALEIGH, NC 27603",                                        ,               ,2015-09-21 03:15:00,2015-09-21 03:23:00,2015-09-21 03:10:00,0,15-0028940,511,Lock-out,A,22,-78.59083999985954,35.899788999757035
596423,"116 ST MARYS ST RALEIGH, NC 27601",CARRIAGE HOUSE APTS                     ,               ,2015-09-24 23:40:00,2015-09-24 23:49:00,2015-09-24 23:37:00,0,15-0029315,743,Smoke detector activation no fire - unintentional,C,1,-78.65062699989494,35.78208300016797
596425,"528 SHERRYBROOK DR RALEIGH, NC 27601",BOST RESD                               ,               ,2015-09-22 23:26:00,2015-09-22 23:30:00,2015-09-22 23:21:00,0,15-0029123,743,Smoke detector activation no fire - unintentional,A,3,-78.61512100025523,35.77311399999415
596426,"4909 GREEN RD RALEIGH, NC 27601",CONCENTRA                               ,               ,2015-09-17 12:24:00,2015-09-17 14:25:00,2015-09-17 12:21:00,0,15-0028495,400,Hazardous condition Other,C,11,-78.58630499977642,35.85290999985185
596428,"7027 BARLOWS KNOLL ST RALEIGH, NC 27603",                                        ,               ,2015-09-29 21:23:00,2015-09-29 21:30:00,2015-09-29 21:17:00,0,15-0029939,511,Lock-out,A,26,-78.53434000012744,35.72361899964152
596430,"1515 CROSS LINK RD RALEIGH, NC 27601",BAPTIST CHURCH                          ,               ,2015-09-29 19:36:00,2015-09-29 19:37:00,2015-09-29 19:29:00,0,15-0029928,611,Dispatched & cancelled en route,A,12,-78.61594399988759,35.7530930001931
596431,"3400 WAKE FOREST RD RALEIGH, NC 27601",DUKE HEALTH RA HOSP                     ,               ,2015-09-09 01:32:00,2015-09-09 02:35:00,2015-09-09 01:26:00,0,15-0027541,531,Smoke or odor removal,C,11,-78.6194060000931,35.8292890001325
596432,"5618 DARROW DR RALEIGH, NC 27601",                                        ,               ,2015-09-28 14:39:00,2015-09-28 14:51:00,2015-09-28 14:35:00,0,15-0029733,733,Smoke detector activation due to malfunction,C,17,-78.71024800024901,35.852923999862405
596434,"1300 TRAILWOOD DR RALEIGH, NC 27601",                                        ,               ,2015-09-04 14:30:00,2015-09-04 14:41:00,2015-09-04 14:24:00,0,15-9023607,745,Alarm system activation no fire - unintentional,A,20,-78.69089000027395,35.76257900028685
596435,"4546 CAPITAL BLVD RALEIGH, NC 27601",CHECKS CASHED                           ,               ,2015-09-18 15:25:00,2015-09-18 15:37:00,2015-09-18 15:22:00,0,15-0028636,745,Alarm system activation no fire - unintentional,A,19,-78.57995899967378,35.845736000262626
596436,"308 S BLOUNT ST RALEIGH, NC 27601",SKYHOUSE APTS                           ,1202,2015-09-28 21:47:00,2015-09-28 22:04:00,2015-09-28 21:43:00,0,15-0029780,551,Assist police or other governmental agency,C,3,-78.63669199993272,35.77644499977117
596437,"4038 JOHN S RABOTEAU WYND RALEIGH, NC 27601",HOLLERICH                               ,               ,2015-09-03 00:18:00,2015-09-03 00:31:00,2015-09-03 00:15:00,0,15-0026878,735,Alarm system sounded due to malfunction,A,14,-78.70762899976741,35.8348650000664
596438,"2421 HILL ST RALEIGH, NC 27601",                                        ,               ,2015-09-02 14:48:00,2015-09-02 15:09:00,2015-09-02 14:43:00,0,15-0026837,500,Service Call other,A,11,-78.58825200023837,35.813155000146445
596440,"145 HUNT CLUB LN RALEIGH, NC 27606",                                        ,B              ,2015-09-21 20:58:00,2015-09-21 21:04:00,2015-09-21 20:50:00,0,15-0029002,554,Assist invalid,B,8,-78.7190179999413,35.783556999789056
596442,"4646 RAVI RD RALEIGH, NC 27601",                                        ,               ,2015-09-05 01:02:00,2015-09-05 01:18:00,2015-09-05 00:57:00,0,15-0027113,622,No Incident found on arrival at dispatch address,A,15,-78.59406299969041,35.841823000069496
596443,"6110 GROVE CREST CT RALEIGH, NC 27601",                                        ,414,2015-09-14 22:15:00,2015-09-14 22:26:00,2015-09-14 22:11:00,0,15-0028222,552,Police matter,B,17,-78.70260099976478,35.864746000272724
596444,"3907 CANE GARDEN DR RALEIGH, NC 27601",                                        ,               ,2015-09-15 10:32:00,2015-09-15 10:44:00,2015-09-15 10:27:00,0,15-0028259,500,Service Call other,B,26,-78.54680800002672,35.729045999941896
596445,"8200 LITCHFORD RD RALEIGH, NC 27601",LITCHFORD FALLS HEAL                    ,               ,2015-09-14 15:31:00,2015-09-14 15:36:00,2015-09-14 15:26:00,0,15-0028177,740,Unintentional transmission of alarm Other,B,15,-78.60259899992927,35.89023799989903
596449,"209 LIGHTNER LN RALEIGH, NC 27601",                                        ,103,2015-09-14 04:34:00,2015-09-14 04:48:00,2015-09-14 04:29:00,0,15-0028140,500,Service Call other,A,7,-78.61336100028933,35.778623000164664
596450,"3415 AVENT FERRY RD RALEIGH, NC 27601",FOOD LION RA                            ,               ,2015-09-03 00:35:00,2015-09-03 00:37:00,2015-09-03 00:31:00,0,15-0026882,740,Unintentional transmission of alarm Other,A,20,-78.698279000117,35.76703500032965
596451,"1500 GLEN EDEN DR RALEIGH, NC 27601",GLEN EDEN CENTER                        ,               ,2015-09-09 17:30:00,2015-09-09 17:39:00,2015-09-09 17:25:00,0,15-0027612,735,Alarm system sounded due to malfunction,A,14,-78.68446499963028,35.82668199970121
596453,"1004 SANDLIN PL RALEIGH, NC 27606",                                        ,C              ,2015-09-29 04:49:00,2015-09-29 05:10:00,2015-09-29 04:45:00,0,15-0029831,412,Gas leak (natural gas or LPG),C,8,-78.70385699994054,35.78298100018459
596454,"450 CREECH RD GARNER, NC 27601",CREECH RD ELEMENTARY SCHOOL             ,               ,2015-09-04 19:03:00,2015-09-04 19:59:00,2015-09-04 18:59:00,0,15-9023630,531,Smoke or odor removal,A,10,-78.60230500020141,35.715049000315744
596456,"5704 BRANDYCREST DR RALEIGH, NC 27603",GREEN                                   ,               ,2015-09-01 22:07:00,2015-09-01 22:15:00,2015-09-01 22:03:00,0,15-0026764,743,Smoke detector activation no fire - unintentional,C,26,-78.54119599986801,35.74682600017879
596457,"3011 LIGON ST RALEIGH, NC 27601",ES KING VILL GRANVILLE                  ,G21            ,2015-09-14 02:51:00,2015-09-14 03:05:00,2015-09-14 02:45:00,0,15-0028133,736,CO detector activation due to malfunction,A,8,-78.69136200027704,35.78911599981489
596459,"1315 OAKWOOD AVE RALEIGH, NC 27601",GOOLD HALL-ST AUGUSTINES COLLEGE        ,VACANT         ,2015-09-30 13:44:00,2015-09-30 13:50:00,2015-09-30 13:41:00,0,15-0030015,745,Alarm system activation no fire - unintentional,B,7,-78.6203579995969,35.78421400007235
596460,"2701 FRATERNITY CT RALEIGH, NC 27601",KAPPA SIGMA HOUSE                       ,               ,2015-09-08 04:32:00,2015-09-08 04:41:00,2015-09-08 04:25:00,0,15-0027433,743,Smoke detector activation no fire - unintentional,B,8,-78.68288499958943,35.78036199963623
596461,"3200 FAIRHILL DR RALEIGH, NC 27601",RALEIGH PRIMARY CARE                    ,106,2015-09-28 14:03:00,2015-09-28 14:07:00,2015-09-28 13:56:00,0,15-0029725,652,Steam vapor fog or dust thought to be smoke,C,17,-78.69739600021015,35.84853400022932
596462,"3921 LIVE OAK RD RALEIGH, NC 27603",                                        ,               ,2015-09-16 02:21:00,2015-09-16 02:30:00,2015-09-16 02:17:00,0,15-0028353,622,No Incident found on arrival at dispatch address,C,21,-78.57079099959826,35.80841900027917
596463,"2500 GLENWOOD AVE RALEIGH, NC 27601",CAROLINA COUNTRY CLUB                   ,               ,2015-09-22 18:04:00,2015-09-22 18:07:00,2015-09-22 17:55:00,0,15-0029099,700,False alarm or false call Other,A,9,-78.65378000030395,35.81565900029891
596465,"508 HILLANDALE DR RALEIGH, NC 27609",                                        ,               ,2015-09-16 23:23:00,2015-09-16 23:30:00,2015-09-16 23:23:00,0,15-0028441,743,Smoke detector activation no fire - unintentional,B,9,-78.64621900003344,35.830912000281245
596466,"4031 WAKE FOREST RD RALEIGH, NC 27601",ALDI FOODS RA                           ,               ,2015-09-30 21:58:00,2015-09-30 22:15:00,2015-09-30 21:52:00,0,15-0030067,740,Unintentional transmission of alarm Other,B,11,-78.61432200001398,35.835926000261644
596467,"325 N SALISBURY ST RALEIGH, NC 27601",ALBERMARLE BLDG                         ,               ,2015-09-26 18:27:00,2015-09-26 18:45:00,2015-09-26 18:21:00,0,15-0029494,555,Defective elevator no occupants,C,3,-78.63989200019738,35.78421000004157
596468,"451 S BLOODWORTH ST RALEIGH, NC 27601",CARLTON PLACE BUILDING 2                ,               ,2015-09-15 16:57:00,2015-09-15 17:07:00,2015-09-15 16:53:00,0,15-0028288,743,Smoke detector activation no fire - unintentional,C,1,-78.63348099979741,35.774690000045
596469,"750 BRIGHT CREEK WAY RALEIGH, NC 27601",                                        ,103,2015-09-28 14:29:00,2015-09-28 14:41:00,2015-09-28 14:24:00,0,15-0029728,554,Assist invalid,C,1,-78.62737900009225,35.77145699977334
596471,"412 S WILMINGTON ST RALEIGH, NC 27601",                                        ,               ,2015-09-21 03:08:00,2015-09-21 03:17:00,2015-09-21 03:04:00,0,15-0028937,733,Smoke detector activation due to malfunction,A,1,-78.63841300043887,35.77518699971253
596472,"7100 HILBURN DR RALEIGH, NC 27601",HILBURN DR ELEMENTARY SCH               ,               ,2015-09-22 15:25:00,2015-09-22 15:28:00,2015-09-22 15:23:00,0,15-0029075,744,Detector activation no fire - unintentional,A,17,-78.71586899973023,35.87532000018067
596473,"9920 JAMISON VALLEY DR RALEIGH, NC 27601",JAMISON AT BRIER CREEK                  ,               ,2015-09-29 15:45:00,2015-09-29 16:00:00,2015-09-29 15:40:00,0,15-0029884,745,Alarm system activation no fire - unintentional,A,24,-78.81014399977934,35.89898100017047
596475,"1001 WAKE TOWNE DR RALEIGH, NC 27601",HAMPTON INN RA                          ,               ,2015-09-19 06:46:00,2015-09-19 07:07:00,2015-09-19 06:40:00,0,15-0028726,735,Alarm system sounded due to malfunction,A,11,-78.62458600043169,35.82399599978356
596476,"506 CUTLER ST RALEIGH, NC 27601",CHRISTIAN FELLOWSHIP                    ,               ,2015-09-15 21:14:00,2015-09-15 21:19:00,2015-09-15 21:11:00,0,15-0028318,743,Smoke detector activation no fire - unintentional,C,1,-78.6521149998743,35.77446900017322
596477,"1511 SUNDAY DR RALEIGH, NC 27606",AVESON YOUNG                            ,               ,2015-09-26 09:44:00,2015-09-26 10:15:00,2015-09-26 09:37:00,0,15-0029463,735,Alarm system sounded due to malfunction,B,8,-78.73051800044323,35.79992599999837
596478,"1319 CAPITAL BLVD RALEIGH, NC 27603",                                        ,               ,2015-09-23 15:00:00,2015-09-23 17:00:00,2015-09-23 14:53:00,0,15-9991234,131,Passenger vehicle fire,B,1,-78.63641800029635,35.79949200004995
596479,"1001 PERGO PKWY GARNER, NC 27601",PERGO DISTRIBUTION CENTER               ,               ,2015-09-01 23:32:00,2015-09-02 00:30:00,2015-09-01 23:23:00,0,15-9023334,531,Smoke or odor removal,C,2,-78.56463799983945,35.68838200029668
596480,"330 W DAVIE ST RALEIGH, NC 27601",BOXCAR BAR AND ARCADE                   ,               ,2015-09-19 05:50:00,2015-09-19 05:53:00,2015-09-19 05:47:00,0,15-0028722,710,Malicious mischievous false call Other,A,1,-78.64458000044138,35.77578800014539
596481,"8600 BROOKDALE DR RALEIGH, NC 27601",                                        ,               ,2015-09-19 03:28:00,2015-09-19 03:31:00,2015-09-19 03:22:00,0,15-9025003,611,Dispatched & cancelled en route,A,18,-78.6934200001688,35.89514900014055
596482,"3332 OCOTEA ST RALEIGH, NC 27601",                                        ,               ,2015-09-24 20:12:00,2015-09-24 20:20:00,2015-09-24 20:08:00,0,15-0029290,700,False alarm or false call Other,C,14,-78.68385700008305,35.817612999940145
596483,"5228 WESTPINE CT RALEIGH, NC 27601",                                        ,               ,2015-09-22 09:04:00,2015-09-22 09:25:00,2015-09-22 08:59:00,0,15-0029048,700,False alarm or false call Other,B,8,-78.72427000024987,35.775399000348656
596484,"8450 FALLS OF NEUSE RD RALEIGH, NC 27601",NORTH QUARTER BUILDING 5                ,               ,2015-09-24 08:11:00,2015-09-24 08:12:00,2015-09-24 08:04:00,0,15-0029247,730,System malfunction Other,B,15,-78.6167799999388,35.895607000120826
596487,"323 MARLOWE RD RALEIGH, NC 27609",                                        ,               ,2015-09-10 11:12:00,2015-09-10 11:16:00,2015-09-10 11:05:00,0,15-0027690,700,False alarm or false call Other,A,9,-78.64155300042906,35.82299299978563
596489,"5921 WATERFORD BLUFF LN RALEIGH, NC 27601",                                        ,1427,2015-09-14 09:16:00,2015-09-14 09:29:00,2015-09-14 09:10:00,0,15-0028148,522,Water or steam leak,A,17,-78.71599900032491,35.85965299993374
596490,"1624 OBERLIN RD RALEIGH, NC 27608",                                        ,               ,2015-09-28 14:15:00,2015-09-28 14:38:00,2015-09-28 14:13:00,0,15-0029727,743,Smoke detector activation no fire - unintentional,C,6,-78.65674600021687,35.805297999662564
